cp,u,r,f_A,f_B,abs_dr_du
0.40000000,0.56250000,1.44009217,1.00000000,1.00000000,0.74327338
0.46666667,0.56250000,1.41482739,1.00000000,1.00000000,0.73023349
0.53333333,0.56250000,1.39043382,1.00000000,1.00000000,0.71764326
0.60000000,0.56250000,1.36686714,1.00000000,1.00000000,0.70547981
0.66666667,0.56250000,1.34408602,1.00000000,1.00000000,0.69372182
0.73333333,0.56250000,1.32205182,1.00000000,1.00000000,0.68234933
0.80000000,0.56250000,1.30072841,1.00000000,1.00000000,0.67134369
0.86666667,0.56250000,1.28008193,1.00000000,1.00000000,0.66068745
0.93333333,0.56250000,1.26008065,1.00000000,1.00000000,0.65036420
1.00000000,0.56250000,1.24069479,1.00000000,1.00000000,0.64035860
1.06666667,0.56250000,1.22189638,1.00000000,1.00000000,0.63065620
1.13333333,0.56250000,1.20365912,1.00000000,1.00000000,0.62124342
1.20000000,0.56250000,1.18595825,1.00000000,1.00000000,0.61210749
1.26666667,0.56250000,1.16877045,1.00000000,1.00000000,0.60323636
1.33333333,0.56250000,1.15207373,1.00000000,1.00000000,0.59461870
1.40000000,0.56250000,1.13584734,1.00000000,1.00000000,0.58624379
1.46666667,0.56250000,1.12007168,1.00000000,1.00000000,0.57810151
1.53333333,0.56250000,1.10472824,1.00000000,1.00000000,0.57018232
1.60000000,0.56250000,1.08979948,1.00000000,1.00000000,0.56247715
1.66666667,0.56250000,1.07526882,1.00000000,1.00000000,0.55497745
1.73333333,0.56250000,1.06112054,1.00000000,1.00000000,0.54767512
1.80000000,0.56250000,1.04733976,1.00000000,1.00000000,0.54056246
1.86666667,0.56250000,1.03391232,1.00000000,1.00000000,0.53363217
1.93333333,0.56250000,1.02082483,1.00000000,1.00000000,0.52687733
2.00000000,0.56250000,1.00806452,1.00000000,1.00000000,0.52029136
2.06666667,0.56250000,0.99561928,0.99518226,0.99343611,0.51386801
2.13333333,0.56250000,0.98347758,0.98184042,0.97531902,0.50760133
2.20000000,0.56250000,0.97162845,0.96883595,0.95774597,0.50148565
2.26666667,0.56250000,0.96006144,0.95615639,0.94069437,0.49551558
2.33333333,0.56250000,0.94876660,0.94378991,0.92414280,0.48968599
2.40000000,0.56250000,0.93773443,0.93172522,0.90807098,0.48399197
2.46666667,0.56250000,0.92695588,0.91995158,0.89245966,0.47842884
2.53333333,0.56250000,0.91642229,0.90845874,0.87729058,0.47299215
2.60000000,0.56250000,0.90612541,0.89723693,0.86254639,0.46767763
2.66666667,0.56250000,0.89605735,0.88627681,0.84821062,0.46248121
2.73333333,0.56250000,0.88621056,0.87556948,0.83426761,0.45739900
2.80000000,0.56250000,0.87657784,0.86510642,0.82070245,0.45242727
2.86666667,0.56250000,0.86715227,0.85487950,0.80750096,0.44756246
2.93333333,0.56250000,0.85792725,0.84488093,0.79464964,0.44280116
3.00000000,0.56250000,0.84889643,0.83510326,0.78213562,0.43814010
3.06666667,0.56250000,0.84005376,0.82553937,0.76994663,0.43357614
3.13333333,0.56250000,0.83139342,0.81618242,0.75807098,0.42910628
3.20000000,0.56250000,0.82290981,0.80702588,0.74649750,0.42472764
3.26666667,0.56250000,0.81459759,0.79806347,0.73521554,0.42043747
3.33333333,0.56250000,0.80645161,0.78928917,0.72421493,0.41623309
3.40000000,0.56250000,0.79846694,0.78069722,0.71348593,0.41211197
3.46666667,0.56250000,0.79063884,0.77228208,0.70301925,0.40807166
3.53333333,0.56250000,0.78296273,0.76403842,0.69280599,0.40410980
3.60000000,0.56250000,0.77543424,0.75596114,0.68283766,0.40022413
3.66666667,0.56250000,0.76804916,0.74804533,0.67310610,0.39641247
3.73333333,0.56250000,0.76080341,0.74028627,0.66360351,0.39267273
3.80000000,0.56250000,0.75369310,0.73267942,0.65432243,0.38900289
3.86666667,0.56250000,0.74671446,0.72522041,0.64525568,0.38540101
3.93333333,0.56250000,0.73986387,0.71790503,0.63639642,0.38186522
4.00000000,0.56250000,0.73313783,0.71072926,0.62773804,0.37839372
4.06666667,0.56250000,0.72653298,0.70368917,0.61927422,0.37498477
4.13333333,0.56250000,0.72004608,0.69678103,0.61099891,0.37163669
4.20000000,0.56250000,0.71367399,0.69000122,0.60290628,0.36834787
4.26666667,0.56250000,0.70741370,0.68334624,0.59499072,0.36511675
4.33333333,0.56250000,0.70126227,0.67681274,0.58724687,0.36194182
4.40000000,0.56250000,0.69521691,0.67039746,0.57966955,0.35882163
4.46666667,0.56250000,0.68927488,0.66409728,0.57225379,0.35575478
4.53333333,0.56250000,0.68343357,0.65790917,0.56499481,0.35273991
4.60000000,0.56250000,0.67769043,0.65183022,0.55788801,0.34977571
4.66666667,0.56250000,0.67204301,0.64585760,0.55092896,0.34686091
4.73333333,0.56250000,0.66648894,0.63998860,0.54411339,0.34399429
4.80000000,0.56250000,0.66102591,0.63422058,0.53743720,0.34117466
4.86666667,0.56250000,0.65565172,0.62855100,0.53089643,0.33840089
4.93333333,0.56250000,0.65036420,0.62297740,0.52448726,0.33567185
5.00000000,0.56250000,0.64516129,0.61749740,0.51820602,0.33298647
5.06666667,0.56250000,0.64004096,0.61210869,0.51204916,0.33034372
5.13333333,0.56250000,0.63500127,0.60680906,0.50601325,0.32774259
5.20000000,0.56250000,0.63004032,0.60159633,0.50009501,0.32518210
5.26666667,0.56250000,0.62515629,0.59646843,0.49429123,0.32266131
5.33333333,0.56250000,0.62034739,0.59142334,0.48859885,0.32017930
5.40000000,0.56250000,0.61561192,0.58645909,0.48301490,0.31773518
5.46666667,0.56250000,0.61094819,0.58157378,0.47753650,0.31532810
5.53333333,0.56250000,0.60635460,0.57676559,0.47216089,0.31295721
5.60000000,0.56250000,0.60182956,0.57203272,0.46688538,0.31062171
5.66666667,0.56250000,0.59737157,0.56737344,0.46170738,0.30832081
5.73333333,0.56250000,0.59297913,0.56278608,0.45662439,0.30605374
5.80000000,0.56250000,0.58865081,0.55826901,0.45163399,0.30381977
5.86666667,0.56250000,0.58438523,0.55382066,0.44673383,0.30161818
5.93333333,0.56250000,0.58018102,0.54943948,0.44192164,0.29944827
6.00000000,0.56250000,0.57603687,0.54512401,0.43719523,0.29730935
6.06666667,0.56250000,0.57195150,0.54087278,0.43255248,0.29520077
6.13333333,0.56250000,0.56792367,0.53668439,0.42799131,0.29312189
6.20000000,0.56250000,0.56395218,0.53255750,0.42350975,0.29107209
6.26666667,0.56250000,0.56003584,0.52849077,0.41910586,0.28905076
6.33333333,0.56250000,0.55617353,0.52448291,0.41477777,0.28705730
6.40000000,0.56250000,0.55236412,0.52053269,0.41052366,0.28509116
6.46666667,0.56250000,0.54860654,0.51663887,0.40634177,0.28315176
6.53333333,0.56250000,0.54489974,0.51280029,0.40223041,0.28123857
6.60000000,0.56250000,0.54124269,0.50901579,0.39818791,0.27935107
6.66666667,0.56250000,0.53763441,0.50528425,0.39421267,0.27748873
6.73333333,0.56250000,0.53407392,0.50160459,0.39030315,0.27565105
6.80000000,0.56250000,0.53056027,0.49797576,0.38645781,0.27383756
6.86666667,0.56250000,0.52709256,0.49439671,0.38267521,0.27204777
6.93333333,0.56250000,0.52366988,0.49086645,0.37895391,0.27028123
7.00000000,0.56250000,0.52029136,0.48738401,0.37529253,0.26853748
7.06666667,0.56250000,0.51695616,0.48394843,0.37168974,0.26681608
7.13333333,0.56250000,0.51366345,0.48055879,0.36814423,0.26511662
7.20000000,0.56250000,0.51041241,0.47721419,0.36465472,0.26343866
7.26666667,0.56250000,0.50720227,0.47391375,0.36122000,0.26178182
7.33333333,0.56250000,0.50403226,0.47065661,0.35783886,0.26014568
7.40000000,0.56250000,0.50090162,0.46744195,0.35451014,0.25852987
7.46666667,0.56250000,0.49780964,0.46426894,0.35123271,0.25693401
7.53333333,0.56250000,0.49475559,0.46113680,0.34800547,0.25535772
7.60000000,0.56250000,0.49173879,0.45804475,0.34482735,0.25380066
7.66666667,0.56250000,0.48875855,0.45499205,0.34169731,0.25226248
7.73333333,0.56250000,0.48581422,0.45197795,0.33861434,0.25074283
7.80000000,0.56250000,0.48290516,0.44900174,0.33557745,0.24924137
7.86666667,0.56250000,0.48003072,0.44606273,0.33258568,0.24775779
7.93333333,0.56250000,0.47719030,0.44316022,0.32963811,0.24629177
8.00000000,0.56250000,0.47438330,0.44029356,0.32673382,0.24484299
0.00000000,0.57500000,1.62337662,1.00000000,1.00000000,0.84331253
0.06666667,0.57500000,1.59154571,1.00000000,1.00000000,0.82677699
0.13333333,0.57500000,1.56093906,1.00000000,1.00000000,0.81087743
0.20000000,0.57500000,1.53148738,1.00000000,1.00000000,0.79557786
0.26666667,0.57500000,1.50312650,1.00000000,1.00000000,0.78084494
0.33333333,0.57500000,1.47579693,1.00000000,1.00000000,0.76664776
0.40000000,0.57500000,1.44944341,1.00000000,1.00000000,0.75295762
0.46666667,0.57500000,1.42401458,1.00000000,1.00000000,0.73974783
0.53333333,0.57500000,1.39946261,1.00000000,1.00000000,0.72699356
0.60000000,0.57500000,1.37574290,1.00000000,1.00000000,0.71467164
0.66666667,0.57500000,1.35281385,1.00000000,1.00000000,0.70276044
0.73333333,0.57500000,1.33063658,1.00000000,1.00000000,0.69123978
0.80000000,0.57500000,1.30917470,1.00000000,1.00000000,0.68009075
0.86666667,0.57500000,1.28839415,1.00000000,1.00000000,0.66929566
0.93333333,0.57500000,1.26826299,1.00000000,1.00000000,0.65883792
1.00000000,0.57500000,1.24875125,1.00000000,1.00000000,0.64870195
1.06666667,0.57500000,1.22983078,1.00000000,1.00000000,0.63887313
1.13333333,0.57500000,1.21147509,1.00000000,1.00000000,0.62933771
1.20000000,0.57500000,1.19365928,1.00000000,1.00000000,0.62008274
1.26666667,0.57500000,1.17635987,1.00000000,1.00000000,0.61109604
1.33333333,0.57500000,1.15955473,1.00000000,1.00000000,0.60236609
1.40000000,0.57500000,1.14322297,1.00000000,1.00000000,0.59388206
1.46666667,0.57500000,1.12734488,1.00000000,1.00000000,0.58563370
1.53333333,0.57500000,1.11190180,1.00000000,1.00000000,0.57761132
1.60000000,0.57500000,1.09687610,1.00000000,1.00000000,0.56980576
1.66666667,0.57500000,1.08225108,1.00000000,1.00000000,0.56220835
1.73333333,0.57500000,1.06801094,1.00000000,1.00000000,0.55481088
1.80000000,0.57500000,1.05414066,1.00000000,1.00000000,0.54760554
1.86666667,0.57500000,1.04062604,1.00000000,1.00000000,0.54058496
1.93333333,0.57500000,1.02745356,1.00000000,1.00000000,0.53374211
2.00000000,0.57500000,1.01461039,1.00000000,1.00000000,0.52707033
2.06666667,0.57500000,1.00208434,1.00000000,1.00000000,0.52056329
2.13333333,0.57500000,0.98986379,0.98885584,0.98483429,0.51421496
2.20000000,0.57500000,0.97793772,0.97575845,0.96708979,0.50801960
2.26666667,0.57500000,0.96629561,0.96298829,0.94987183,0.50197175
2.33333333,0.57500000,0.95492743,0.95053345,0.93315879,0.49606620
2.40000000,0.57500000,0.94382362,0.93838255,0.91693017,0.49029798
2.46666667,0.57500000,0.93297507,0.92652479,0.90116654,0.48466237
2.53333333,0.57500000,0.92237308,0.91494983,0.88584947,0.47915485
2.60000000,0.57500000,0.91200934,0.90364784,0.87096144,0.47377109
2.66666667,0.57500000,0.90187590,0.89260941,0.85648581,0.46850696
2.73333333,0.57500000,0.89196518,0.88182557,0.84240677,0.46335853
2.80000000,0.57500000,0.88226990,0.87128776,0.82870927,0.45832203
2.86666667,0.57500000,0.87278313,0.86098776,0.81537899,0.45339383
2.93333333,0.57500000,0.86349820,0.85091775,0.80240229,0.44857050
3.00000000,0.57500000,0.85440875,0.84107022,0.78976618,0.44384870
3.06666667,0.57500000,0.84550866,0.83143799,0.77745827,0.43922528
3.13333333,0.57500000,0.83679207,0.82201419,0.76546676,0.43469718
3.20000000,0.57500000,0.82825338,0.81279222,0.75378037,0.43026150
3.26666667,0.57500000,0.81988718,0.80376577,0.74238835,0.42591542
3.33333333,0.57500000,0.81168831,0.79492878,0.73128041,0.42165627
3.40000000,0.57500000,0.80365179,0.78627544,0.72044674,0.41748145
3.46666667,0.57500000,0.79577285,0.77780017,0.70987794,0.41338850
3.53333333,0.57500000,0.78804690,0.76949761,0.69956505,0.40937502
3.60000000,0.57500000,0.78046953,0.76136262,0.68949946,0.40543872
3.66666667,0.57500000,0.77303649,0.75339024,0.67967296,0.40157740
3.73333333,0.57500000,0.76574369,0.74557574,0.67007766,0.39778893
3.80000000,0.57500000,0.75858721,0.73791454,0.66070603,0.39407128
3.86666667,0.57500000,0.75156325,0.73040223,0.65155083,0.39042247
3.93333333,0.57500000,0.74466818,0.72303459,0.64260513,0.38684061
4.00000000,0.57500000,0.73789847,0.71580754,0.63386228,0.38332388
4.06666667,0.57500000,0.73125073,0.70871715,0.62531590,0.37987051
4.13333333,0.57500000,0.72472171,0.70175965,0.61695985,0.37647881
4.20000000,0.57500000,0.71830824,0.69493140,0.60878827,0.37314714
4.26666667,0.57500000,0.71200729,0.68822887,0.60079549,0.36987392
4.33333333,0.57500000,0.70581592,0.68164868,0.59297608,0.36665762
4.40000000,0.57500000,0.69973130,0.67518756,0.58532484,0.36349678
4.46666667,0.57500000,0.69375069,0.66884236,0.57783673,0.36038997
4.53333333,0.57500000,0.68787145,0.66261004,0.57050693,0.35733582
4.60000000,0.57500000,0.68209102,0.65648766,0.56333080,0.35433300
4.66666667,0.57500000,0.67640693,0.65047237,0.55630385,0.35138022
4.73333333,0.57500000,0.67081679,0.64456143,0.54942179,0.34847625
4.80000000,0.57500000,0.66531829,0.63875220,0.54268047,0.34561989
4.86666667,0.57500000,0.65990920,0.63304211,0.53607588,0.34280997
4.93333333,0.57500000,0.65458735,0.62742868,0.52960419,0.34004538
5.00000000,0.57500000,0.64935065,0.62190952,0.52326166,0.33732501
5.06666667,0.57500000,0.64419707,0.61648231,0.51704474,0.33464783
5.13333333,0.57500000,0.63912465,0.61114481,0.51094995,0.33201281
5.20000000,0.57500000,0.63413149,0.60589484,0.50497396,0.32941896
5.26666667,0.57500000,0.62921575,0.60073030,0.49911356,0.32686532
5.33333333,0.57500000,0.62437562,0.59564916,0.49336565,0.32435097
5.40000000,0.57500000,0.61960940,0.59064944,0.48772722,0.32187501
5.46666667,0.57500000,0.61491539,0.58572923,0.48219538,0.31943657
5.53333333,0.57500000,0.61029196,0.58088668,0.47676732,0.31703479
5.60000000,0.57500000,0.60573755,0.57611999,0.47144034,0.31466886
5.66666667,0.57500000,0.60125060,0.57142742,0.46621183,0.31233797
5.73333333,0.57500000,0.59682964,0.56680728,0.46107925,0.31004137
5.80000000,0.57500000,0.59247322,0.56225794,0.45604016,0.30777830
5.86666667,0.57500000,0.58817994,0.55777780,0.45109219,0.30554802
5.93333333,0.57500000,0.58394843,0.55336532,0.44623306,0.30334983
6.00000000,0.57500000,0.57977737,0.54901901,0.44146053,0.30118305
6.06666667,0.57500000,0.57566547,0.54473740,0.43677248,0.29904700
6.13333333,0.57500000,0.57161149,0.54051910,0.43216682,0.29694103
6.20000000,0.57500000,0.56761420,0.53636271,0.42764154,0.29486452
6.26666667,0.57500000,0.56367244,0.53226693,0.42319468,0.29281685
6.33333333,0.57500000,0.55978504,0.52823043,0.41882436,0.29079742
6.40000000,0.57500000,0.55595090,0.52425198,0.41452875,0.28880566
6.46666667,0.57500000,0.55216892,0.52033034,0.41030606,0.28684100
6.53333333,0.57500000,0.54843805,0.51646433,0.40615459,0.28490288
6.60000000,0.57500000,0.54475726,0.51265279,0.40207265,0.28299078
6.66666667,0.57500000,0.54112554,0.50889459,0.39805864,0.28110418
6.73333333,0.57500000,0.53754193,0.50518864,0.39411096,0.27924256
6.80000000,0.57500000,0.53400547,0.50153388,0.39022812,0.27740544
6.86666667,0.57500000,0.53051524,0.49792926,0.38640861,0.27559233
6.93333333,0.57500000,0.52707033,0.49437378,0.38265100,0.27380277
7.00000000,0.57500000,0.52366988,0.49086645,0.37895391,0.27203630
7.06666667,0.57500000,0.52031302,0.48740633,0.37531597,0.27029248
7.13333333,0.57500000,0.51699892,0.48399247,0.37173586,0.26857087
7.20000000,0.57500000,0.51372678,0.48062397,0.36821231,0.26687105
7.26666667,0.57500000,0.51049579,0.47729995,0.36474408,0.26519262
7.33333333,0.57500000,0.50730519,0.47401954,0.36132995,0.26353517
7.40000000,0.57500000,0.50415423,0.47078190,0.35796876,0.26189830
7.46666667,0.57500000,0.50104217,0.46758622,0.35465935,0.26028165
7.53333333,0.57500000,0.49796829,0.46443170,0.35140063,0.25868483
7.60000000,0.57500000,0.49493190,0.46131756,0.34819150,0.25710748
7.66666667,0.57500000,0.49193231,0.45824305,0.34503092,0.25554925
7.73333333,0.57500000,0.48896886,0.45520741,0.34191788,0.25400980
7.80000000,0.57500000,0.48604091,0.45220994,0.33885136,0.25248878
7.86666667,0.57500000,0.48314780,0.44924992,0.33583041,0.25098587
7.93333333,0.57500000,0.48028894,0.44632668,0.33285408,0.24950075
8.00000000,0.57500000,0.47746371,0.44343953,0.32992145,0.24803310
0.00000000,0.58750000,1.63398693,1.00000000,1.00000000,0.85437225
0.06666667,0.58750000,1.60194797,1.00000000,1.00000000,0.83761985
0.13333333,0.58750000,1.57114128,1.00000000,1.00000000,0.82151178
0.20000000,0.58750000,1.54149710,1.00000000,1.00000000,0.80601156
0.26666667,0.58750000,1.51295086,1.00000000,1.00000000,0.79108542
0.33333333,0.58750000,1.48544266,1.00000000,1.00000000,0.77670205
0.40000000,0.58750000,1.45891690,1.00000000,1.00000000,0.76283237
0.46666667,0.58750000,1.43332187,1.00000000,1.00000000,0.74944934
0.53333333,0.58750000,1.40860942,1.00000000,1.00000000,0.73652780
0.60000000,0.58750000,1.38473468,1.00000000,1.00000000,0.72404428
0.66666667,0.58750000,1.36165577,1.00000000,1.00000000,0.71197687
0.73333333,0.58750000,1.33933355,1.00000000,1.00000000,0.70030512
0.80000000,0.58750000,1.31773139,1.00000000,1.00000000,0.68900988
0.86666667,0.58750000,1.29681502,1.00000000,1.00000000,0.67807321
0.93333333,0.58750000,1.27655229,1.00000000,1.00000000,0.66747832
1.00000000,0.58750000,1.25691302,1.00000000,1.00000000,0.65720942
1.06666667,0.58750000,1.23786888,1.00000000,1.00000000,0.64725170
1.13333333,0.58750000,1.21939323,1.00000000,1.00000000,0.63759123
1.20000000,0.58750000,1.20146098,1.00000000,1.00000000,0.62821489
1.26666667,0.58750000,1.18404850,1.00000000,1.00000000,0.61911033
1.33333333,0.58750000,1.16713352,1.00000000,1.00000000,0.61026589
1.40000000,0.58750000,1.15069502,1.00000000,1.00000000,0.60167060
1.46666667,0.58750000,1.13471314,1.00000000,1.00000000,0.59331406
1.53333333,0.58750000,1.11916913,1.00000000,1.00000000,0.58518647
1.60000000,0.58750000,1.10404522,1.00000000,1.00000000,0.57727855
1.66666667,0.58750000,1.08932462,1.00000000,1.00000000,0.56958150
1.73333333,0.58750000,1.07499140,1.00000000,1.00000000,0.56208701
1.80000000,0.58750000,1.06103047,1.00000000,1.00000000,0.55478718
1.86666667,0.58750000,1.04742752,1.00000000,1.00000000,0.54767452
1.93333333,0.58750000,1.03416894,1.00000000,1.00000000,0.54074193
2.00000000,0.58750000,1.02124183,1.00000000,1.00000000,0.53398266
2.06666667,0.58750000,1.00863391,1.00000000,1.00000000,0.52739028
2.13333333,0.58750000,0.99633349,0.99596758,0.99450528,0.52095869
2.20000000,0.58750000,0.98432947,0.98277599,0.97658654,0.51468208
2.26666667,0.58750000,0.97261127,0.96991399,0.95919950,0.50855491
2.33333333,0.58750000,0.96116878,0.95736958,0.94232233,0.50257191
2.40000000,0.58750000,0.94999240,0.94513130,0.92593435,0.49672805
2.46666667,0.58750000,0.93907295,0.93318825,0.91001593,0.49101853
2.53333333,0.58750000,0.92840166,0.92153005,0.89454844,0.48543878
2.60000000,0.58750000,0.91797018,0.91014677,0.87951422,0.47998441
2.66666667,0.58750000,0.90777052,0.89902896,0.86489644,0.47465125
2.73333333,0.58750000,0.89779502,0.88816756,0.85067914,0.46943530
2.80000000,0.58750000,0.88803637,0.87755396,0.83684713,0.46433274
2.86666667,0.58750000,0.87848760,0.86717989,0.82338595,0.45933992
2.93333333,0.58750000,0.86914198,0.85703745,0.81028182,0.45445332
3.00000000,0.58750000,0.85999312,0.84711910,0.79752162,0.44966961
3.06666667,0.58750000,0.85103486,0.83741760,0.78509285,0.44498555
3.13333333,0.58750000,0.84226130,0.82792602,0.77298359,0.44039807
3.20000000,0.58750000,0.83366680,0.81863773,0.76118244,0.43590421
3.26666667,0.58750000,0.82524592,0.80954636,0.74967854,0.43150114
3.33333333,0.58750000,0.81699346,0.80064582,0.73846153,0.42718612
3.40000000,0.58750000,0.80890442,0.79193024,0.72752147,0.42295656
3.46666667,0.58750000,0.80097398,0.78339402,0.71684889,0.41880993
3.53333333,0.58750000,0.79319754,0.77503175,0.70643472,0.41474381
3.60000000,0.58750000,0.78557064,0.76683825,0.69627029,0.41075589
3.66666667,0.58750000,0.77808901,0.75880854,0.68634729,0.40684393
3.73333333,0.58750000,0.77074855,0.75093784,0.67665777,0.40300578
3.80000000,0.58750000,0.76354529,0.74322154,0.66719411,0.39923937
3.86666667,0.58750000,0.75647543,0.73565520,0.65794901,0.39554271
3.93333333,0.58750000,0.74953529,0.72823457,0.64891547,0.39191388
4.00000000,0.58750000,0.74272133,0.72095555,0.64008676,0.38835102
4.06666667,0.58750000,0.73603015,0.71381417,0.63145645,0.38485236
4.13333333,0.58750000,0.72945845,0.70680663,0.62301835,0.38141618
4.20000000,0.58750000,0.72300307,0.69992927,0.61476652,0.37804082
4.26666667,0.58750000,0.71666093,0.69317853,0.60669525,0.37472467
4.33333333,0.58750000,0.71042910,0.68655102,0.59879906,0.37146620
4.40000000,0.58750000,0.70430471,0.68004343,0.59107268,0.36826390
4.46666667,0.58750000,0.69828501,0.67365260,0.58351104,0.36511635
4.53333333,0.58750000,0.69236734,0.66737546,0.57610927,0.36202214
4.60000000,0.58750000,0.68654913,0.66120904,0.56886266,0.35897994
4.66666667,0.58750000,0.68082789,0.65515049,0.56176672,0.35598844
4.73333333,0.58750000,0.67520121,0.64919704,0.55481707,0.35304638
4.80000000,0.58750000,0.66966677,0.64334603,0.54800955,0.35015256
4.86666667,0.58750000,0.66422233,0.63759488,0.54134011,0.34730579
4.93333333,0.58750000,0.65886570,0.63194108,0.53480486,0.34450494
5.00000000,0.58750000,0.65359477,0.62638223,0.52840005,0.34174890
5.06666667,0.58750000,0.64840751,0.62091599,0.52212208,0.33903661
5.13333333,0.58750000,0.64330194,0.61554010,0.51596743,0.33636703
5.20000000,0.58750000,0.63827614,0.61025237,0.50993277,0.33373916
5.26666667,0.58750000,0.63332827,0.60505069,0.50401482,0.33115203
5.33333333,0.58750000,0.62845651,0.59993300,0.49821046,0.32860471
5.40000000,0.58750000,0.62365913,0.59489732,0.49251666,0.32609628
5.46666667,0.58750000,0.61893444,0.58994173,0.48693050,0.32362585
5.53333333,0.58750000,0.61428080,0.58506435,0.48144914,0.32119258
5.60000000,0.58750000,0.60969661,0.58026338,0.47606985,0.31879562
5.66666667,0.58750000,0.60518034,0.57553706,0.47078999,0.31643417
5.73333333,0.58750000,0.60073049,0.57088370,0.46560701,0.31410744
5.80000000,0.58750000,0.59634559,0.56630164,0.46051844,0.31181469
5.86666667,0.58750000,0.59202425,0.56178928,0.45552188,0.30955516
5.93333333,0.58750000,0.58776508,0.55734507,0.45061503,0.30732815
6.00000000,0.58750000,0.58356676,0.55296749,0.44579564,0.30513295
6.06666667,0.58750000,0.57942799,0.54865509,0.44106156,0.30296888
6.13333333,0.58750000,0.57534751,0.54440645,0.43641067,0.30083530
6.20000000,0.58750000,0.57132410,0.54022017,0.43184094,0.29873156
6.26666667,0.58750000,0.56735657,0.53609493,0.42735042,0.29665703
6.33333333,0.58750000,0.56344377,0.53202941,0.42293718,0.29461112
6.40000000,0.58750000,0.55958456,0.52802234,0.41859939,0.29259324
6.46666667,0.58750000,0.55577787,0.52407250,0.41433524,0.29060281
6.53333333,0.58750000,0.55202261,0.52017869,0.41014300,0.28863927
6.60000000,0.58750000,0.54831776,0.51633973,0.40602098,0.28670210
6.66666667,0.58750000,0.54466231,0.51255451,0.40196754,0.28479075
6.73333333,0.58750000,0.54105527,0.50882190,0.39798110,0.28290472
6.80000000,0.58750000,0.53749570,0.50514085,0.39406013,0.28104350
6.86666667,0.58750000,0.53398266,0.50151031,0.39020311,0.27920662
6.93333333,0.58750000,0.53051524,0.49792926,0.38640861,0.27739359
7.00000000,0.58750000,0.52709256,0.49439671,0.38267521,0.27560395
7.06666667,0.58750000,0.52371376,0.49091170,0.37900154,0.27383726
7.13333333,0.58750000,0.52037800,0.48747329,0.37538628,0.27209307
7.20000000,0.58750000,0.51708447,0.48408056,0.37182813,0.27037097
7.26666667,0.58750000,0.51383237,0.48073263,0.36832584,0.26867052
7.33333333,0.58750000,0.51062092,0.47742863,0.36487819,0.26699133
7.40000000,0.58750000,0.50744936,0.47416771,0.36148398,0.26533300
7.46666667,0.58750000,0.50431695,0.47094905,0.35814208,0.26369514
7.53333333,0.58750000,0.50122298,0.46777184,0.35485135,0.26207738
7.60000000,0.58750000,0.49816675,0.46463531,0.35161071,0.26047934
7.66666667,0.58750000,0.49514755,0.46153868,0.34841910,0.25890068
7.73333333,0.58750000,0.49216474,0.45848121,0.34527548,0.25734104
7.80000000,0.58750000,0.48921764,0.45546218,0.34217885,0.25580007
7.86666667,0.58750000,0.48630563,0.45248088,0.33912824,0.25427746
7.93333333,0.58750000,0.48342809,0.44953661,0.33612268,0.25277286
8.00000000,0.58750000,0.48058439,0.44662870,0.33316126,0.25128596
0.00000000,0.60000000,1.64473684,1.00000000,1.00000000,0.86565097
0.06666667,0.60000000,1.61248710,1.00000000,1.00000000,0.84867742
0.13333333,0.60000000,1.58147773,1.00000000,1.00000000,0.83235670
0.20000000,0.60000000,1.55163853,1.00000000,1.00000000,0.81665186
0.26666667,0.60000000,1.52290448,1.00000000,1.00000000,0.80152868
0.33333333,0.60000000,1.49521531,1.00000000,1.00000000,0.78695543
0.40000000,0.60000000,1.46851504,1.00000000,1.00000000,0.77290265
0.46666667,0.60000000,1.44275162,1.00000000,1.00000000,0.75934296
0.53333333,0.60000000,1.41787659,1.00000000,1.00000000,0.74625084
0.60000000,0.60000000,1.39384478,1.00000000,1.00000000,0.73360252
0.66666667,0.60000000,1.37061404,1.00000000,1.00000000,0.72137581
0.73333333,0.60000000,1.34814495,1.00000000,1.00000000,0.70954998
0.80000000,0.60000000,1.32640068,1.00000000,1.00000000,0.69810562
0.86666667,0.60000000,1.30534670,1.00000000,1.00000000,0.68702458
0.93333333,0.60000000,1.28495066,1.00000000,1.00000000,0.67628982
1.00000000,0.60000000,1.26518219,1.00000000,1.00000000,0.66588536
1.06666667,0.60000000,1.24601276,1.00000000,1.00000000,0.65579619
1.13333333,0.60000000,1.22741555,1.00000000,1.00000000,0.64600819
1.20000000,0.60000000,1.20936533,1.00000000,1.00000000,0.63650807
1.26666667,0.60000000,1.19183829,1.00000000,1.00000000,0.62728331
1.33333333,0.60000000,1.17481203,1.00000000,1.00000000,0.61832212
1.40000000,0.60000000,1.15826538,1.00000000,1.00000000,0.60961336
1.46666667,0.60000000,1.14217836,1.00000000,1.00000000,0.60114651
1.53333333,0.60000000,1.12653208,1.00000000,1.00000000,0.59291162
1.60000000,0.60000000,1.11130868,1.00000000,1.00000000,0.58489930
1.66666667,0.60000000,1.09649123,1.00000000,1.00000000,0.57710065
1.73333333,0.60000000,1.08206371,1.00000000,1.00000000,0.56950722
1.80000000,0.60000000,1.06801094,1.00000000,1.00000000,0.56211102
1.86666667,0.60000000,1.05431849,1.00000000,1.00000000,0.55490447
1.93333333,0.60000000,1.04097268,1.00000000,1.00000000,0.54788036
2.00000000,0.60000000,1.02796053,1.00000000,1.00000000,0.54103186
